(9, 12, 14, 17, 24, 28, 29)
(2, 3, 10, 15, 16, 20, 26)
(1, 2, 7, 11, 14, 24, 26)
(6, 7, 9, 10, 13, 17, 22)
(6, 8, 11, 19, 22, 23, 26)
(5, 6, 10, 21, 24, 26, 28)
(2, 6, 12, 20, 22, 24, 30)
(3, 17, 22, 23, 24, 27, 31)
(4, 12, 15, 19, 21, 22, 28)
(2, 6, 9, 11, 27, 28, 31)
(9, 14, 16, 20, 25, 30, 31)
(3, 8, 13, 14, 17, 25, 26)
(4, 7, 13, 16, 27, 29, 30)
(1, 5, 6, 12, 16, 19, 31)
(5, 7, 8, 9, 15, 19, 25)
(7, 11, 12, 13, 20, 23, 31)
(1, 2, 4, 10, 17, 18, 19)
(1, 3, 8, 20, 23, 28, 29)
(10, 11, 13, 19, 25, 28, 30)
(8, 10, 11, 12, 18, 24, 27)
(1, 9, 12, 15, 23, 26, 27)
(1, 8, 15, 16, 17, 21, 24)
(5, 6, 9, 18, 23, 29, 30)
(5, 13, 14, 18, 19, 20, 24)
(3, 4, 5, 8, 16, 18, 22)
(4, 17, 20, 21, 23, 26, 30)
(4, 10, 12, 25, 26, 29, 31)
(7, 18, 22, 26, 28, 30, 31)
(6, 11, 15, 17, 20, 25, 29)
(1, 3, 4, 6, 14, 15, 30)
(2, 5, 16, 17, 23, 25, 28)
(2, 3, 7, 12, 21, 25, 27)
(7, 10, 14, 19, 21, 23, 29)
(9, 11, 13, 16, 18, 21, 26)
(2, 8, 13, 21, 22, 29, 31)
(1, 5, 11, 21, 22, 27, 30)
