(12, 32, 23, 19, 28, 1, 7)
(8, 32, 35, 23, 25, 21, 1)
(4, 32, 36, 3, 25, 22, 7)
(36, 35, 31, 17, 21, 28, 1)
(4, 32, 6, 25, 19, 27, 28)
(36, 6, 17, 19, 16, 28, 34)
(8, 4, 32, 36, 30, 29, 15)
(2, 30, 23, 17, 27, 22, 34)
(8, 38, 2, 6, 31, 29, 28)
(12, 8, 37, 35, 20, 28, 34)
(8, 37, 2, 19, 16, 29, 34)
(8, 37, 35, 3, 14, 30, 27)
(8, 2, 14, 30, 23, 22, 15)
(8, 6, 19, 27, 20, 29, 34)
(35, 31, 14, 25, 19, 28, 15)
(8, 37, 4, 3, 31, 30, 34)
(12, 4, 35, 39, 2, 14, 27)
(9, 36, 2, 17, 20, 16, 22)
(37, 38, 3, 14, 25, 7, 15)
(12, 32, 36, 39, 14, 23, 19)
(37, 35, 3, 14, 29, 28, 1)
(4, 36, 27, 21, 16, 29, 7)
(8, 37, 38, 39, 6, 23, 27)
(4, 35, 3, 17, 28, 1, 15)
(12, 37, 9, 32, 39, 2, 20)
(12, 37, 26, 30, 25, 34, 7)
(12, 8, 37, 26, 25, 27, 28)
(38, 2, 23, 19, 27, 16, 15)
(37, 38, 39, 30, 25, 1, 7)
(4, 3, 14, 20, 16, 29, 1)
(12, 38, 6, 14, 30, 7, 15)
(9, 38, 2, 26, 22, 28, 15)
(8, 9, 2, 25, 29, 28, 7)
(12, 36, 2, 23, 19, 29, 28)
(35, 6, 31, 25, 19, 27, 29)
(9, 36, 31, 23, 20, 28, 1)
(8, 3, 30, 19, 29, 7, 15)
(37, 26, 23, 27, 22, 28, 1)
(37, 4, 6, 23, 16, 29, 7)
(37, 36, 38, 14, 27, 29, 34)
(4, 32, 38, 6, 31, 7, 15)
(8, 9, 32, 6, 29, 28, 34)
(36, 35, 2, 3, 19, 27, 7)
(2, 6, 3, 23, 17, 25, 1)
(38, 39, 3, 19, 29, 28, 1)
(35, 2, 6, 3, 26, 17, 21)
(39, 6, 14, 25, 21, 29, 1)
(38, 35, 39, 2, 3, 27, 1)
(12, 8, 39, 6, 17, 20, 1)
(12, 37, 39, 26, 14, 27, 21)
(12, 9, 4, 39, 17, 19, 1)
(35, 2, 3, 30, 25, 21, 1)
(37, 32, 39, 31, 19, 21, 29)
(32, 36, 38, 25, 29, 28, 1)
