(4, 7, 10, 26, 27, 31, 39)
(5, 7, 20, 22, 32, 37, 39)
(2, 3, 10, 15, 16, 20, 26)
(2, 5, 10, 12, 13, 17, 39)
(5, 6, 15, 21, 35, 36, 38)
(2, 13, 14, 27, 29, 31, 34)
(6, 16, 18, 24, 28, 29, 38)
(6, 10, 12, 18, 23, 31, 32)
(10, 21, 22, 26, 32, 33, 36)
(3, 17, 22, 23, 24, 27, 31)
(4, 5, 11, 25, 28, 31, 35)
(6, 13, 17, 26, 32, 35, 37)
(4, 6, 9, 13, 30, 34, 38)
(1, 6, 8, 11, 21, 31, 33)
(1, 3, 5, 26, 28, 33, 37)
(17, 24, 26, 29, 30, 33, 39)
(9, 15, 18, 21, 26, 28, 34)
(5, 11, 13, 14, 15, 24, 26)
(2, 7, 9, 10, 22, 23, 34)
(7, 14, 15, 17, 18, 38, 39)
(10, 18, 20, 25, 27, 28, 37)
(3, 5, 11, 23, 30, 38, 39)
(5, 6, 10, 19, 24, 27, 34)
(5, 19, 21, 23, 28, 29, 32)
(4, 11, 12, 19, 24, 32, 38)
(4, 7, 11, 16, 23, 33, 36)
(5, 7, 8, 9, 15, 19, 25)
(7, 11, 12, 13, 18, 21, 27)
(3, 6, 12, 20, 22, 33, 38)
(1, 11, 14, 27, 35, 37, 39)
(7, 12, 15, 24, 28, 30, 35)
(2, 6, 8, 18, 30, 35, 39)
(1, 7, 25, 29, 32, 33, 38)
(13, 16, 18, 25, 30, 31, 33)
(8, 13, 23, 28, 31, 37, 39)
(4, 5, 17, 18, 20, 23, 26)
(3, 14, 16, 22, 25, 32, 35)
(3, 8, 10, 11, 12, 14, 28)
(4, 14, 15, 16, 19, 21, 30)
(1, 2, 8, 10, 24, 36, 37)
(1, 3, 6, 9, 14, 15, 23)
(2, 5, 6, 16, 23, 25, 37)
(6, 7, 14, 20, 30, 31, 36)
(2, 19, 22, 29, 30, 37, 38)
(3, 4, 7, 8, 34, 35, 37)
(3, 9, 16, 24, 34, 36, 39)
(8, 9, 12, 22, 27, 30, 32)
(4, 8, 21, 22, 23, 25, 38)
(6, 11, 15, 17, 20, 25, 29)
(2, 3, 4, 12, 18, 25, 29)
(9, 11, 20, 26, 27, 36, 38)
(6, 12, 19, 21, 25, 26, 39)
(1, 3, 21, 25, 27, 30, 34)
(15, 20, 24, 31, 32, 33, 34)
(10, 13, 19, 23, 25, 35, 36)
(5, 14, 17, 22, 28, 30, 34)
(1, 2, 13, 20, 28, 30, 32)
(2, 11, 15, 22, 28, 36, 39)
(1, 8, 12, 23, 26, 29, 35)
(3, 13, 15, 19, 27, 32, 39)
(4, 13, 20, 21, 29, 36, 39)
(1, 5, 10, 16, 22, 31, 38)
(18, 23, 27, 33, 34, 35, 38)
(2, 3, 9, 21, 31, 32, 38)
(12, 14, 25, 34, 36, 37, 38)
(1, 4, 9, 17, 19, 27, 29)
(10, 11, 16, 21, 29, 34, 37)
(3, 8, 17, 18, 19, 33, 36)
(7, 8, 16, 17, 21, 24, 32)
(1, 4, 14, 18, 22, 24, 33)
(9, 20, 21, 23, 24, 30, 37)
(9, 18, 22, 31, 35, 36, 37)
(8, 13, 16, 19, 20, 22, 34)
(1, 5, 11, 18, 32, 34, 36)
(9, 10, 14, 20, 29, 33, 35)
(12, 15, 16, 17, 27, 33, 37)
