(2, 3, 10, 15, 16, 20, 26)
(1, 6, 8, 12, 16, 18, 19)
(6, 8, 11, 19, 22, 23, 26)
(2, 3, 7, 10, 13, 21, 23)
(1, 8, 10, 18, 23, 28, 29)
(1, 10, 11, 14, 25, 26, 29)
(2, 12, 16, 17, 19, 25, 27)
(3, 17, 22, 23, 24, 27, 31)
(1, 3, 5, 16, 24, 27, 29)
(2, 4, 9, 11, 15, 16, 30)
(5, 11, 12, 15, 19, 24, 28)
(3, 11, 19, 21, 24, 26, 30)
(1, 6, 7, 11, 15, 24, 31)
(9, 14, 16, 20, 25, 30, 31)
(8, 21, 22, 23, 24, 25, 29)
(1, 6, 16, 21, 23, 29, 31)
(4, 7, 13, 16, 27, 29, 30)
(7, 9, 14, 16, 19, 23, 24)
(5, 7, 8, 9, 15, 19, 25)
(7, 11, 12, 13, 20, 23, 31)
(2, 13, 14, 16, 19, 21, 30)
(1, 2, 4, 10, 17, 18, 19)
(3, 6, 10, 13, 15, 24, 29)
(1, 7, 8, 13, 20, 21, 28)
(1, 15, 18, 19, 21, 24, 29)
(3, 9, 20, 21, 22, 23, 28)
(6, 12, 14, 15, 17, 19, 21)
(1, 5, 8, 10, 15, 20, 24)
(3, 4, 11, 14, 15, 20, 24)
(2, 5, 6, 7, 8, 20, 23)
(2, 6, 9, 15, 17, 20, 22)
(10, 15, 19, 24, 25, 26, 27)
(4, 5, 7, 8, 16, 26, 28)
(6, 9, 14, 15, 23, 26, 31)
(4, 5, 14, 16, 18, 27, 31)
(2, 3, 8, 13, 15, 19, 27)
(6, 11, 12, 20, 22, 24, 25)
(9, 12, 18, 20, 25, 27, 29)
(4, 10, 14, 17, 24, 30, 31)
(4, 7, 8, 15, 17, 23, 31)
(2, 15, 18, 19, 22, 25, 28)
(2, 9, 20, 21, 24, 26, 27)
(6, 7, 9, 10, 18, 19, 28)
(3, 10, 12, 14, 16, 29, 30)
(1, 6, 10, 11, 13, 19, 21)
(8, 10, 12, 13, 16, 24, 25)
(1, 5, 7, 18, 23, 24, 30)
(2, 15, 21, 24, 25, 30, 31)
(3, 5, 13, 22, 24, 28, 30)
(10, 11, 15, 16, 21, 23, 24)
(1, 12, 13, 19, 28, 29, 31)
(2, 7, 14, 19, 20, 27, 31)
(10, 12, 22, 23, 25, 26, 28)
(3, 4, 18, 19, 28, 30, 31)
(3, 4, 9, 17, 20, 26, 30)
(2, 7, 8, 14, 15, 21, 26)
(3, 4, 5, 10, 15, 22, 23)
(9, 10, 11, 12, 21, 25, 31)
(4, 8, 10, 16, 18, 21, 30)
(5, 6, 11, 16, 22, 29, 30)
(4, 14, 15, 16, 23, 25, 29)
(7, 16, 17, 21, 23, 26, 30)
(9, 11, 13, 16, 18, 21, 26)
(2, 5, 7, 12, 18, 28, 31)
(1, 9, 14, 18, 21, 28, 30)
(7, 15, 16, 20, 21, 22, 25)
(2, 10, 11, 13, 24, 26, 31)
(8, 12, 19, 21, 24, 27, 31)
(1, 8, 11, 14, 17, 20, 22)
(5, 13, 14, 18, 20, 24, 26)
(5, 14, 19, 22, 23, 25, 31)
(4, 12, 19, 20, 21, 26, 29)
(2, 6, 10, 18, 20, 30, 31)
