(18, 26, 30, 33, 8, 20, 5)
(36, 26, 30, 1, 12, 34, 5)
(15, 8, 34, 24, 11, 3, 23)
(15, 33, 9, 6, 19, 27, 24)
(26, 16, 9, 12, 34, 24, 3)
(15, 10, 30, 39, 27, 3, 23)
(15, 33, 29, 22, 20, 12, 7)
(15, 36, 10, 22, 9, 34, 27)
(16, 33, 14, 39, 2, 27, 23)
(18, 16, 28, 14, 27, 24, 5)
(15, 30, 19, 34, 2, 27, 7)
(16, 29, 8, 14, 39, 24, 3)
(18, 10, 8, 14, 34, 39, 2)
(18, 36, 29, 14, 2, 27, 3)
(18, 16, 6, 39, 37, 11, 7)
(22, 28, 14, 12, 2, 7, 17)
(18, 36, 29, 19, 12, 39, 24)
(36, 10, 30, 9, 14, 2, 23)
(36, 26, 1, 29, 28, 39, 23)
(36, 10, 26, 22, 19, 12, 37)
(30, 1, 9, 24, 7, 3, 17)
(15, 18, 10, 1, 9, 7, 23)
(15, 26, 8, 20, 9, 27, 3)
(15, 30, 16, 33, 20, 9, 37)
(15, 26, 30, 22, 20, 14, 19)
(15, 26, 29, 8, 24, 5, 7)
(15, 10, 9, 28, 12, 24, 11)
(10, 30, 29, 20, 14, 12, 5)
(30, 33, 12, 27, 5, 7, 17)
(36, 30, 29, 6, 5, 11, 7)
(15, 26, 30, 33, 29, 34, 17)
(10, 26, 33, 1, 29, 9, 24)
(18, 10, 16, 22, 12, 27, 23)
(10, 16, 33, 22, 28, 6, 24)
(10, 1, 29, 19, 37, 7, 17)
(10, 22, 19, 39, 27, 5, 7)
(15, 9, 14, 34, 2, 24, 17)
(33, 1, 14, 2, 5, 3, 17)
(18, 36, 33, 8, 39, 27, 7)
(18, 10, 6, 2, 24, 11, 3)
(18, 26, 1, 29, 8, 3, 17)
(15, 26, 1, 22, 28, 37, 24)
(18, 1, 29, 6, 27, 24, 23)
(1, 22, 28, 19, 34, 7, 23)
(15, 22, 14, 12, 39, 24, 23)
(30, 28, 6, 12, 34, 24, 7)
(18, 36, 26, 16, 2, 7, 17)
(10, 30, 29, 22, 8, 39, 11)
(18, 36, 30, 8, 14, 12, 37)
(10, 8, 9, 19, 34, 24, 7)
(15, 10, 29, 20, 19, 11, 23)
(26, 33, 22, 6, 12, 2, 23)
(16, 1, 8, 20, 39, 2, 17)
(16, 1, 28, 34, 5, 11, 3)
(15, 30, 29, 8, 9, 6, 23)
(18, 30, 20, 14, 34, 11, 3)
(20, 9, 28, 14, 39, 11, 7)
(18, 26, 33, 29, 14, 11, 7)
(26, 33, 9, 28, 19, 12, 7)
(10, 29, 22, 6, 14, 34, 23)
(10, 33, 22, 19, 34, 11, 3)
(15, 36, 26, 33, 39, 2, 24)
(15, 18, 12, 27, 24, 7, 3)
(26, 16, 1, 19, 24, 5, 17)
(26, 30, 29, 19, 27, 24, 3)
(15, 18, 9, 28, 6, 39, 3)
(15, 20, 39, 37, 27, 24, 17)
(10, 30, 33, 8, 6, 7, 3)
(36, 6, 19, 34, 7, 3, 17)
(15, 8, 28, 37, 2, 27, 5)
(10, 1, 6, 34, 37, 2, 5)
(10, 8, 9, 28, 39, 37, 23)
(30, 1, 28, 6, 14, 2, 11)
(15, 33, 8, 12, 39, 3, 17)
(30, 16, 8, 5, 3, 23, 17)
(16, 28, 6, 12, 39, 23, 17)
(18, 16, 8, 9, 6, 27, 17)
(26, 28, 6, 14, 12, 5, 3)
(10, 30, 33, 22, 37, 2, 27)
(18, 36, 30, 28, 39, 2, 5)
(18, 36, 10, 39, 37, 3, 17)
(18, 30, 33, 19, 37, 24, 7)
(15, 18, 36, 28, 19, 11, 7)
(26, 30, 20, 24, 11, 7, 23)
(36, 22, 8, 39, 37, 24, 5)
(36, 33, 29, 28, 19, 27, 5)
(36, 29, 20, 34, 37, 27, 23)
(15, 10, 26, 33, 8, 37, 11)
(36, 26, 30, 28, 37, 11, 3)
(8, 28, 19, 12, 34, 37, 3)
(18, 16, 1, 20, 9, 14, 12)
(1, 19, 39, 2, 11, 7, 3)
(36, 10, 26, 29, 34, 2, 11)
(8, 20, 6, 14, 2, 24, 7)
(18, 33, 29, 20, 19, 34, 2)
(15, 36, 30, 20, 6, 12, 3)
(30, 22, 6, 19, 2, 24, 17)
(9, 6, 34, 27, 5, 3, 23)
(36, 1, 22, 8, 9, 6, 3)
(30, 20, 6, 39, 37, 5, 23)
(18, 1, 20, 39, 27, 5, 11)
(10, 1, 20, 6, 12, 39, 24)
(26, 19, 12, 39, 27, 11, 23)
(36, 10, 16, 20, 14, 7, 3)
(15, 1, 29, 9, 19, 34, 3)
(18, 33, 8, 37, 2, 23, 17)
(36, 10, 6, 12, 2, 27, 7)
(15, 36, 16, 8, 28, 34, 39)
(15, 36, 26, 16, 9, 19, 23)
(18, 10, 30, 9, 6, 19, 12)
(36, 1, 14, 34, 37, 24, 3)
(15, 22, 28, 6, 27, 11, 23)
(10, 28, 34, 27, 24, 3, 17)
(15, 18, 30, 22, 34, 24, 5)
(10, 16, 29, 28, 39, 2, 7)
(10, 8, 9, 14, 11, 3, 17)
(26, 16, 33, 37, 27, 5, 3)
(26, 9, 34, 37, 2, 7, 23)
(18, 16, 20, 19, 39, 3, 23)
(10, 33, 39, 24, 7, 23, 17)
(10, 30, 16, 37, 24, 11, 17)
(9, 12, 39, 2, 27, 24, 5)
(30, 8, 20, 12, 2, 27, 23)
(15, 18, 20, 28, 12, 34, 23)
(15, 29, 28, 7, 3, 23, 17)
(8, 6, 12, 37, 5, 11, 17)
(18, 36, 1, 9, 19, 37, 2)
(26, 6, 14, 19, 39, 37, 24)
(26, 30, 16, 29, 9, 28, 5)
(18, 29, 9, 28, 12, 37, 17)
(26, 1, 20, 14, 37, 2, 27)
(36, 33, 1, 12, 7, 3, 23)
(36, 29, 8, 28, 6, 2, 17)
(16, 22, 14, 19, 34, 37, 27)
