(18, 21, 28, 34, 1, 22, 25)
(10, 30, 37, 17, 25, 39, 19)
(24, 10, 26, 1, 4, 3, 23)
(27, 12, 26, 1, 8, 9, 16)
(34, 27, 26, 1, 15, 25, 39)
(30, 26, 35, 8, 25, 13, 9)
(24, 12, 14, 29, 23, 9, 19)
(18, 21, 10, 17, 3, 13, 11)
(10, 38, 15, 25, 13, 11, 19)
(24, 12, 8, 23, 15, 6, 11)
(10, 22, 23, 15, 11, 9, 16)
(12, 14, 29, 22, 17, 15, 16)
(21, 10, 35, 17, 23, 9, 19)
(10, 30, 12, 26, 4, 6, 9)
(10, 30, 12, 1, 8, 23, 39)
(24, 27, 3, 23, 39, 13, 11)
(18, 35, 1, 23, 39, 16, 19)
(24, 21, 1, 23, 13, 6, 19)
(21, 26, 1, 22, 3, 39, 9)
(30, 1, 22, 15, 39, 11, 19)
(27, 37, 14, 17, 39, 9, 16)
(37, 14, 29, 22, 13, 6, 19)
(38, 28, 34, 30, 1, 3, 39)
(21, 4, 3, 39, 6, 11, 19)
(30, 27, 12, 4, 25, 39, 13)
(18, 10, 30, 27, 29, 8, 25)
(28, 27, 37, 29, 15, 39, 11)
(24, 34, 1, 17, 3, 15, 11)
(38, 34, 12, 4, 13, 6, 11)
(21, 10, 12, 14, 39, 13, 19)
(24, 18, 34, 14, 4, 15, 39)
(28, 1, 4, 15, 25, 11, 9)
(28, 26, 29, 8, 6, 11, 9)
(24, 28, 37, 35, 22, 39, 19)
(10, 38, 37, 29, 17, 11, 16)
(24, 34, 12, 35, 8, 13, 19)
(38, 37, 22, 8, 39, 13, 11)
(21, 28, 14, 26, 35, 3, 19)
(38, 34, 37, 26, 35, 23, 25)
(10, 35, 4, 29, 22, 8, 16)
(21, 35, 4, 8, 23, 25, 11)
(24, 26, 25, 39, 11, 9, 19)
(18, 26, 29, 17, 15, 39, 9)
(10, 14, 1, 4, 22, 15, 13)
(21, 28, 30, 37, 35, 17, 13)
(18, 34, 30, 37, 1, 15, 16)
(10, 27, 37, 12, 4, 29, 19)
(38, 28, 26, 35, 39, 13, 6)
(24, 10, 29, 23, 15, 25, 39)
(28, 27, 35, 17, 23, 15, 25)
(38, 30, 12, 29, 3, 6, 16)
(26, 29, 3, 15, 11, 16, 19)
(28, 12, 26, 4, 22, 23, 11)
(18, 10, 34, 27, 35, 4, 17)
(24, 21, 38, 28, 17, 39, 16)
(24, 27, 35, 1, 17, 6, 9)
(18, 3, 8, 15, 25, 39, 16)
(35, 29, 3, 23, 13, 6, 9)
(21, 10, 27, 26, 8, 39, 6)
(10, 38, 12, 14, 1, 11, 9)
(24, 18, 22, 17, 3, 23, 19)
(34, 27, 4, 22, 8, 11, 19)
(24, 10, 12, 17, 3, 25, 6)
(21, 37, 12, 29, 3, 8, 25)
(10, 28, 34, 4, 23, 25, 6)
(18, 28, 30, 14, 8, 9, 16)
(38, 34, 14, 1, 23, 15, 19)
(28, 34, 8, 15, 6, 16, 19)
(24, 18, 30, 12, 1, 22, 9)
(18, 14, 1, 29, 25, 6, 16)
(27, 17, 8, 25, 13, 6, 16)
(21, 27, 26, 35, 29, 25, 16)
(21, 30, 12, 35, 22, 15, 25)
(21, 30, 1, 29, 17, 3, 19)
(24, 18, 10, 30, 35, 15, 13)
(18, 27, 35, 15, 6, 11, 16)
(38, 27, 4, 22, 17, 13, 9)
(37, 35, 1, 4, 22, 17, 23)
(24, 27, 14, 1, 29, 22, 39)
(18, 21, 28, 27, 12, 3, 15)
(21, 34, 12, 1, 29, 39, 16)
(14, 4, 8, 23, 39, 13, 6)
(24, 21, 28, 26, 15, 25, 6)
(21, 10, 34, 17, 15, 25, 16)
(10, 12, 26, 22, 3, 13, 16)
(24, 21, 30, 27, 37, 23, 25)
(10, 38, 30, 27, 12, 17, 15)
(18, 10, 38, 37, 26, 4, 15)
(18, 21, 38, 14, 35, 23, 6)
(18, 21, 27, 23, 13, 9, 16)
(21, 38, 28, 14, 1, 4, 29)
(18, 30, 27, 26, 17, 3, 16)
(21, 10, 38, 34, 30, 35, 8)
(10, 37, 12, 14, 35, 25, 16)
(10, 14, 26, 4, 39, 11, 16)
(38, 30, 37, 12, 13, 9, 19)
(18, 34, 25, 39, 13, 6, 19)
(21, 14, 1, 17, 23, 39, 11)
(18, 37, 1, 4, 13, 11, 19)
(24, 38, 28, 34, 27, 29, 6)
(21, 38, 22, 25, 6, 9, 16)
(21, 34, 30, 4, 13, 16, 19)
(24, 34, 14, 26, 35, 6, 16)
(10, 38, 30, 4, 22, 3, 19)
(18, 34, 17, 23, 25, 11, 9)
(21, 30, 14, 4, 22, 23, 9)
(38, 27, 14, 35, 8, 25, 39)
(34, 37, 4, 17, 3, 8, 6)
(24, 21, 14, 3, 25, 11, 16)
(18, 10, 27, 1, 22, 3, 6)
(18, 21, 35, 29, 22, 39, 13)
(34, 27, 35, 3, 8, 23, 16)
(10, 27, 4, 3, 25, 9, 16)
(10, 38, 34, 26, 17, 6, 19)
(18, 12, 35, 29, 17, 8, 23)
(21, 38, 29, 8, 23, 39, 19)
(18, 38, 34, 1, 17, 8, 13)
(28, 34, 37, 14, 35, 4, 9)
(34, 35, 29, 17, 3, 25, 39)
(28, 35, 22, 3, 15, 13, 11)
(24, 30, 29, 22, 17, 13, 11)
(24, 21, 37, 4, 15, 13, 9)
(18, 30, 27, 14, 35, 22, 19)
(24, 21, 38, 34, 37, 11, 19)
(10, 28, 35, 8, 15, 39, 9)
(24, 30, 14, 17, 8, 15, 19)
(18, 10, 28, 14, 29, 15, 19)
(28, 14, 22, 17, 11, 9, 19)
(18, 38, 27, 22, 8, 23, 15)
(24, 18, 21, 34, 30, 3, 6)
(21, 34, 26, 22, 8, 15, 13)
(14, 35, 15, 13, 9, 16, 19)
(24, 10, 34, 4, 29, 11, 9)
(24, 38, 27, 26, 35, 22, 3)
(24, 28, 34, 14, 22, 8, 23)
(10, 30, 1, 29, 13, 9, 16)
(24, 10, 28, 13, 6, 11, 16)
(28, 30, 4, 29, 17, 23, 39)
(38, 30, 14, 17, 23, 13, 16)
(28, 34, 37, 29, 22, 3, 16)
(10, 37, 14, 17, 23, 15, 6)
(28, 27, 37, 26, 22, 25, 13)
(18, 38, 34, 12, 35, 9, 16)
(18, 10, 34, 30, 12, 11, 19)
(10, 12, 29, 22, 39, 6, 11)
(18, 21, 37, 26, 22, 11, 16)
(27, 12, 1, 22, 17, 25, 19)
(26, 4, 17, 8, 23, 15, 16)
(21, 38, 29, 17, 15, 13, 6)
(28, 30, 37, 4, 22, 8, 15)
(18, 28, 30, 26, 1, 23, 6)
(18, 12, 14, 26, 23, 15, 13)
(21, 27, 12, 14, 4, 6, 16)
(24, 28, 30, 37, 14, 1, 11)
(10, 30, 14, 35, 3, 23, 11)
(14, 1, 22, 3, 8, 16, 19)
(30, 27, 37, 26, 35, 4, 11)
(24, 10, 34, 30, 37, 26, 22)
(34, 12, 26, 3, 8, 39, 11)
(10, 38, 34, 27, 14, 22, 16)
(18, 10, 38, 34, 29, 3, 23)
(34, 27, 14, 26, 13, 11, 9)
(21, 38, 30, 26, 3, 23, 15)
(24, 18, 21, 37, 14, 29, 17)
(28, 30, 27, 22, 39, 6, 16)
(24, 30, 4, 3, 8, 39, 9)
(18, 38, 27, 37, 12, 1, 39)
(21, 38, 34, 12, 22, 17, 23)
(10, 27, 14, 26, 23, 25, 19)
(24, 37, 35, 8, 11, 9, 16)
(24, 21, 10, 1, 22, 17, 8)
(37, 12, 1, 29, 15, 6, 9)
(38, 34, 35, 1, 29, 22, 11)
(34, 30, 37, 29, 25, 6, 11)
(38, 37, 35, 17, 3, 15, 9)
(38, 28, 27, 1, 11, 16, 19)
(18, 38, 28, 37, 3, 6, 19)
(10, 26, 35, 22, 17, 25, 11)
(28, 34, 30, 14, 15, 25, 13)
(24, 18, 30, 4, 23, 11, 16)
(21, 30, 27, 17, 8, 11, 9)
(34, 37, 12, 22, 25, 39, 9)
(10, 38, 27, 35, 1, 23, 13)
(10, 28, 4, 17, 8, 13, 19)
(21, 38, 37, 14, 8, 15, 16)
(38, 28, 12, 14, 17, 3, 8)
(34, 30, 27, 22, 3, 15, 9)
(18, 30, 37, 35, 39, 6, 9)
(26, 35, 22, 23, 15, 6, 19)
(21, 38, 34, 27, 3, 25, 13)
(24, 10, 27, 37, 14, 8, 13)
(18, 38, 27, 26, 29, 13, 19)
(28, 30, 27, 12, 35, 29, 9)
(38, 30, 35, 4, 15, 39, 16)
(24, 37, 26, 35, 1, 29, 13)
(18, 12, 14, 22, 8, 25, 11)
(18, 37, 14, 26, 3, 25, 9)
(30, 12, 26, 29, 22, 8, 19)
(38, 30, 37, 14, 26, 29, 39)
(18, 10, 14, 26, 35, 1, 8)
(18, 30, 37, 3, 8, 23, 13)
(18, 38, 30, 4, 17, 25, 6)
(21, 10, 37, 35, 1, 15, 11)
(18, 28, 27, 4, 39, 9, 19)
(21, 10, 28, 37, 3, 23, 39)
(26, 1, 4, 22, 8, 25, 6)
(24, 38, 30, 35, 1, 25, 19)
(24, 38, 28, 12, 1, 15, 13)
(34, 27, 37, 23, 6, 9, 19)
